segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels,drainage_efficiency,rainfall_per_return_period,simplified_risks
SEG-02347,"Vancouver, Canada",Zone III,49.278027,-123.092482,CAT-150,-1.6,Copernicus_EEA-10_v5,Roads,C,9.24,79.9,CurbInlet,ERA5,40.9,2,low_lying,0.11421508034610629,20.45,Medium Risk
SEG-02348,"Pune, India",Sector 23,18.471644,73.905362,CAT-180,45.18,Copernicus_GLO-30_v2023,Industrial,B,8.22,91.69999999999999,CurbInlet,Blended,20.5,50,monitor,0.08867313915857607,0.41,Low Risk
SEG-02349,"Taipei, Taiwan",Zone IV,25.079574,121.505348,CAT-027,38.52,SRTM_1arc,Residential,D,6.54,23.4,CurbInlet,LocalGauge,32.9,100,monitor,0.2680327868852459,0.32899999999999996,Low Risk
SEG-02350,"Durban, South Africa",Zone VIII,-29.813757,30.815757,CAT-148,32.67,Copernicus_GLO-90_v2022,Commercial,B,8.6,59.6,CurbInlet,LocalGauge,33.4,25,monitor,0.1419141914191419,1.3359999999999999,Low Risk
SEG-02351,"Miami, USA",Sector 21,25.7316,-80.217966,CAT-167,25.130000000000003,SRTM_1arc,Green,A,3.1,304.4,CurbInlet,ERA5,81.8,25,extreme_rain_history,0.010150622134905044,3.272,High Risk
SEG-02352,"Kolkata, India",Zone IX,22.647537,88.291138,CAT-081,46.75,SRTM_3arc,Roads,D,5.68,175.7,OpenChannel,ERA5,30.8,25,monitor,0.03214487832484437,1.232,Low Risk
SEG-02353,"Athens, Greece",Sector 29,37.911131,23.757674,CAT-078,47.14,Copernicus_GLO-30_v2023,Green,B,5.24,179.9,GratedInlet,Blended,25.5,10,monitor,0.02896627971254837,2.55,Low Risk
SEG-02354,"Auckland, New Zealand",Ward E,-36.848344,174.75701,CAT-050,86.35,Copernicus_GLO-30_v2023,Residential,C,5.73,171.1,GratedInlet,LocalGauge,41.2,2,monitor,0.03329459616502034,20.6,Low Risk
SEG-02355,"Cape Town, South Africa",Zone III,-33.873525,18.560059,CAT-175,5.74,Copernicus_EEA-10_v5,Water,B,5.2,205.7,CurbInlet,ERA5,49.5,100,low_lying,0.025157232704402517,0.495,Medium Risk
SEG-02356,"Hyderabad, India",Sector 27,17.344686,78.557904,CAT-059,72.66,Copernicus_GLO-90_v2022,Green,C,7.66,158.1,Manhole,Blended,38.4,5,monitor,0.0481458202388435,7.68,Low Risk
SEG-02357,"Ho Chi Minh City, Vietnam",Borough Central,10.852161,106.725977,CAT-172,24.77,Copernicus_GLO-90_v2022,Roads,B,3.98,94.4,CurbInlet,Blended,103.5,50,extreme_rain_history,0.04171907756813417,2.07,High Risk
SEG-02358,"New Orleans, USA",Borough Hillside,29.950659,-90.132452,CAT-169,11.32,Copernicus_EEA-10_v5,Green,B,3.74,222.8,Manhole,ERA5,14.8,5,monitor,0.01671134941912422,2.96,Low Risk
SEG-02359,"Hyderabad, India",Zone III,17.55357,78.593907,CAT-039,44.83,Copernicus_EEA-10_v5,Commercial,A,6.25,46.6,Manhole,ERA5,21.1,5,monitor,0.13130252100840337,4.220000000000001,Low Risk
SEG-02360,"Hanoi, Vietnam",District 1,20.964967,105.797097,CAT-036,52.4,SRTM_3arc,Green,D,5.25,146.0,CurbInlet,ERA5,63.2,10,monitor,0.03571428571428571,6.32,Low Risk
SEG-02361,"Shenzhen, China",Sector 25,22.657544,114.01175,CAT-007,29.04,SRTM_1arc,Industrial,D,9.93,68.1,CurbInlet,ERA5,99.0,5,extreme_rain_history,0.14370477568740955,19.8,High Risk
SEG-02362,"Vancouver, Canada",Sector 26,49.28164,-123.023055,CAT-057,27.54,Copernicus_GLO-30_v2023,Residential,B,6.25,115.8,GratedInlet,LocalGauge,27.7,25,monitor,0.05351027397260274,1.1079999999999999,Low Risk
SEG-02363,"Vancouver, Canada",Ward D,49.271834,-123.153985,CAT-167,9.18,Copernicus_GLO-30_v2023,Informal,A,3.32,315.5,GratedInlet,ERA5,23.9,25,monitor,0.010489731437598735,0.956,Low Risk
SEG-02364,"New York, USA",Borough East,40.66335,-73.92624,CAT-177,34.72,SRTM_3arc,Residential,B,6.94,2.8,GratedInlet,ERA5,41.9,2,monitor,1.8263157894736843,20.95,Low Risk
SEG-02365,"Jakarta, Indonesia",Ward B,-6.220979,106.830298,CAT-082,-3.0,SRTM_1arc,Commercial,A,8.94,194.3,OpenChannel,ERA5,59.8,10,low_lying,0.045775729646697384,5.9799999999999995,Medium Risk
SEG-02366,"Copenhagen, Denmark",Zone III,55.752492,12.564916,CAT-126,25.130000000000003,SRTM_1arc,Green,A,5.55,139.0,CurbInlet,ERA5,16.3,2,monitor,0.03964285714285714,8.15,Low Risk
SEG-02367,"Istanbul, Türkiye",District 23,40.935012,29.092144,CAT-163,83.05,Copernicus_GLO-90_v2022,Commercial,C,10.0,115.9,CurbInlet,LocalGauge,24.0,50,monitor,0.0855431993156544,0.48,Low Risk
SEG-02368,"Philadelphia, USA",Sector 12,39.924458,-75.214648,CAT-044,66.86,Copernicus_EEA-10_v5,Commercial,B,9.7,102.8,OpenChannel,Blended,51.2,25,monitor,0.09344894026974951,2.048,Low Risk
SEG-02369,"Vancouver, Canada",District 6,49.317634,-123.108809,CAT-021,21.69,SRTM_3arc,Residential,A,4.09,95.5,Manhole,ERA5,56.8,25,monitor,0.04238341968911917,2.272,Low Risk
SEG-02370,"Mumbai, India",Ward D,18.987762,72.833014,CAT-069,8.11,SRTM_1arc,Residential,C,3.43,9.8,Manhole,Blended,95.3,50,ponding_hotspot|extreme_rain_history|event_2022-10-28,0.3175925925925926,1.906,High Risk
SEG-02371,"Hanoi, Vietnam",District 27,21.025306,105.828029,CAT-068,100.93,Copernicus_GLO-30_v2023,Green,C,4.55,91.69999999999999,Manhole,ERA5,55.1,10,monitor,0.04908306364617045,5.51,Low Risk
SEG-02372,"Hamburg, Germany",Zone I,53.514386,9.941728,CAT-158,2.42,SRTM_1arc,Green,C,3.15,353.4,Manhole,ERA5,18.8,2,low_lying,0.008888261851015801,9.4,Medium Risk
SEG-02373,"Shanghai, China",Zone II,31.275797,121.467354,CAT-006,12.69,Copernicus_EEA-10_v5,Commercial,B,6.87,91.69999999999999,OpenChannel,ERA5,92.2,10,extreme_rain_history,0.07411003236245955,9.22,High Risk
SEG-02374,"Manila, Philippines",Borough South,14.674282,120.970119,CAT-006,13.29,SRTM_3arc,Roads,B,6.59,4.6,CurbInlet,Blended,38.8,5,monitor,1.1767857142857143,7.76,Low Risk
SEG-02375,"Tehran, Iran",District 22,35.703458,51.495002,CAT-083,48.39,Copernicus_EEA-10_v5,Residential,D,4.68,50.4,Manhole,ERA5,45.3,25,monitor,0.09105058365758754,1.8119999999999998,Low Risk
SEG-02376,"Kuala Lumpur, Malaysia",Ward E,3.193663,101.71214,CAT-145,74.92,SRTM_1arc,Residential,D,6.26,34.1,Manhole,LocalGauge,40.5,2,monitor,0.17834757834757833,20.25,Low Risk
SEG-02377,"Tokyo, Japan",District 23,35.596028,139.691305,CAT-120,17.06,SRTM_3arc,Green,C,3.84,303.4,OpenChannel,ERA5,30.0,2,monitor,0.0126149802890933,15.0,Low Risk
SEG-02378,"Mexico City, Mexico",Zone IV,19.439423,-99.155878,CAT-115,25.130000000000003,SRTM_1arc,Roads,C,8.79,53.9,CurbInlet,ERA5,22.3,10,monitor,0.16010928961748633,2.23,Low Risk
SEG-02379,"Nairobi, Kenya",District 30,-1.284704,36.837861,CAT-031,47.2,SRTM_3arc,Residential,B,4.77,24.9,CurbInlet,LocalGauge,31.3,2,monitor,0.18416988416988417,15.65,Low Risk
SEG-02380,"Athens, Greece",Ward D,37.96037,23.786262,CAT-149,43.66,Copernicus_GLO-30_v2023,Institutional,C,4.73,43.6,OpenChannel,ERA5,51.3,5,monitor,0.10605381165919284,10.26,Low Risk
SEG-02381,"Manila, Philippines",District 25,14.577747,120.971288,CAT-062,-3.0,Copernicus_GLO-30_v2023,Residential,A,7.06,305.5,OpenChannel,Blended,50.2,50,low_lying,0.02303425774877651,1.004,Medium Risk
SEG-02382,"Lima, Peru",Borough Central,-12.037439,-76.940324,CAT-017,-3.0,Copernicus_GLO-30_v2023,Industrial,A,9.09,43.8,CurbInlet,LocalGauge,32.8,5,low_lying,0.20290178571428572,6.56,Medium Risk
SEG-02383,"Kolkata, India",District 24,22.749871,88.378939,CAT-126,70.6,SRTM_1arc,Residential,D,2.57,58.8,CurbInlet,ERA5,33.1,5,sparse_drainage|event_2023-12-05,0.04297658862876254,6.62,Medium Risk
SEG-02384,"Athens, Greece",Borough Old Town,37.973256,23.752313,CAT-126,75.23,SRTM_3arc,Residential,B,7.62,20.5,GratedInlet,ERA5,66.3,5,monitor,0.3544186046511628,13.26,Low Risk
SEG-02385,"Dubai, UAE",Borough Harbor,25.147178,55.34666,CAT-013,69.76,Copernicus_GLO-90_v2022,Commercial,A,3.8,104.7,CurbInlet,ERA5,13.3,25,monitor,0.03595080416272469,0.532,Low Risk
SEG-02386,"Nairobi, Kenya",Zone VII,-1.325473,36.752709,CAT-101,57.42,Copernicus_EEA-10_v5,Institutional,C,3.13,229.2,OpenChannel,LocalGauge,55.2,100,monitor,0.013596872284969592,0.552,Low Risk
SEG-02387,"Delhi, India",Borough Old Town,28.733684,77.224409,CAT-106,49.06,Copernicus_GLO-30_v2023,Roads,D,7.41,0.3,Manhole,ERA5,29.4,5,monitor,5.7,5.88,Low Risk
SEG-02388,"Chennai, India",Ward H,13.070731,80.295652,CAT-176,0.6,Copernicus_GLO-90_v2022,Residential,A,7.79,43.6,OpenChannel,ERA5,117.9,50,ponding_hotspot|extreme_rain_history|low_lying,0.17466367713004483,2.358,High Risk
SEG-02389,"Singapore, Singapore",District 11,1.407323,103.779475,CAT-014,7.84,Copernicus_EEA-10_v5,Industrial,C,9.11,49.4,Manhole,ERA5,56.8,2,low_lying,0.18075396825396825,28.4,Medium Risk
SEG-02390,"Shenzhen, China",Borough Old Town,22.625375,114.124214,CAT-007,25.130000000000003,Copernicus_GLO-30_v2023,Roads,C,9.34,127.5,Manhole,ERA5,107.8,25,extreme_rain_history,0.07268482490272374,4.312,High Risk
SEG-02391,"Dubai, UAE",Zone VII,25.180777,55.367484,CAT-121,25.130000000000003,SRTM_1arc,Residential,A,8.17,247.5,CurbInlet,IMD,13.1,10,monitor,0.03287726358148893,1.31,Low Risk
SEG-02392,"Bogotá, Colombia",District 22,4.717888,-74.116387,CAT-004,110.57,Copernicus_GLO-90_v2022,Industrial,B,5.08,36.2,Manhole,Blended,54.7,50,monitor,0.13655913978494622,1.094,Low Risk
SEG-02393,"Delhi, India",Borough East,28.617247,77.109779,CAT-106,69.68,Copernicus_EEA-10_v5,Commercial,A,9.54,16.7,Manhole,LocalGauge,30.9,10,monitor,0.5389830508474576,3.09,Low Risk
SEG-02394,"New York, USA",Zone VIII,40.718008,-74.039586,CAT-134,11.78,Copernicus_EEA-10_v5,Commercial,C,11.07,205.2,OpenChannel,ERA5,35.1,2,monitor,0.053685741998060144,17.55,Low Risk
SEG-02395,"Montreal, Canada",Sector 20,45.481854,-73.58664,CAT-007,25.130000000000003,Copernicus_GLO-30_v2023,Industrial,B,6.22,77.9,CurbInlet,Blended,50.3,100,monitor,0.0788339670468948,0.503,Low Risk
SEG-02396,"Barcelona, Spain",Zone IX,41.498312,2.187095,CAT-023,1.34,SRTM_3arc,Roads,D,5.24,91.6,GratedInlet,IMD,18.8,10,low_lying,0.056587473002159834,1.8800000000000001,Medium Risk
SEG-02397,"Auckland, New Zealand",District 17,-36.842567,174.835616,CAT-037,15.03,Copernicus_GLO-30_v2023,Roads,D,9.13,82.4,CurbInlet,ERA5,20.8,10,monitor,0.10947242206235012,2.08,Low Risk
SEG-02398,"Rome, Italy",Sector 24,41.856548,12.609637,CAT-155,-3.0,SRTM_1arc,Roads,C,6.28,72.5,Manhole,ERA5,17.6,2,low_lying,0.0854421768707483,8.8,Medium Risk
SEG-02399,"Washington DC, USA",Borough Delta,38.926672,-76.991597,CAT-026,57.56,SRTM_1arc,Roads,A,7.61,158.1,GratedInlet,ERA5,33.8,2,monitor,0.04783155248271528,16.9,Low Risk
SEG-02400,"Pune, India",Zone X,18.550031,73.861598,CAT-140,49.34,SRTM_3arc,Industrial,D,7.17,24.4,Manhole,LocalGauge,17.8,25,monitor,0.28228346456692915,0.7120000000000001,Low Risk
SEG-02401,"Doha, Qatar",Borough Central,25.36351,51.3671,CAT-070,42.73,Copernicus_GLO-30_v2023,Industrial,C,7.71,45.9,Manhole,ERA5,27.7,5,monitor,0.16439232409381663,5.54,Low Risk
SEG-02402,"Brisbane, Australia",District 25,-27.441952,153.104409,CAT-086,54.15,Copernicus_GLO-90_v2022,Roads,B,7.65,83.9,Manhole,ERA5,36.2,50,monitor,0.09010600706713781,0.7240000000000001,Low Risk
SEG-02403,"Rome, Italy",Sector 2,41.85157,12.479182,CAT-076,72.52,Copernicus_GLO-30_v2023,Green,C,4.97,428.7,OpenChannel,ERA5,28.5,5,monitor,0.011566208983011403,5.7,Low Risk
SEG-02404,"Istanbul, Türkiye",District 7,41.022895,28.899002,CAT-154,77.38,SRTM_1arc,Commercial,A,5.83,19.2,OpenChannel,ERA5,44.5,25,monitor,0.28861386138613865,1.78,Low Risk
SEG-02405,"Copenhagen, Denmark",Sector 13,55.708036,12.591504,CAT-016,86.42,Copernicus_GLO-90_v2022,Residential,C,6.25,7.2,GratedInlet,LocalGauge,37.0,50,monitor,0.7621951219512195,0.74,Low Risk
SEG-02406,"New York, USA",Zone X,40.696834,-73.96006,CAT-158,56.24,Copernicus_GLO-90_v2022,Industrial,D,8.81,112.5,Manhole,ERA5,18.8,25,monitor,0.07762114537444935,0.752,Low Risk
SEG-02407,"New Orleans, USA",Zone V,29.903257,-89.96409,CAT-156,32.19,SRTM_3arc,Green,A,2.2,177.0,Manhole,Blended,48.0,5,sparse_drainage|event_2022-06-11,0.012359550561797755,9.6,Medium Risk
SEG-02408,"Manila, Philippines",Sector 20,14.688305,120.911848,CAT-027,17.91,SRTM_1arc,Roads,B,3.61,122.8,Manhole,ERA5,46.3,5,monitor,0.029159935379644588,9.26,Low Risk
SEG-02409,"Copenhagen, Denmark",Sector 20,55.637386,12.463057,CAT-008,-3.0,SRTM_3arc,Commercial,B,9.7,254.9,OpenChannel,IMD,12.8,50,low_lying,0.037905431809300505,0.256,Medium Risk
SEG-02410,"New Orleans, USA",Borough East,29.995263,-90.028266,CAT-170,19.84,Copernicus_GLO-30_v2023,Industrial,D,8.28,224.0,OpenChannel,ERA5,32.3,5,monitor,0.0368,6.459999999999999,Low Risk
SEG-02411,"Mexico City, Mexico",District 28,19.30931,-99.057294,CAT-104,71.25,SRTM_1arc,Residential,B,3.12,63.9,Manhole,LocalGauge,32.5,25,monitor,0.04807395993836672,1.3,Low Risk
SEG-02412,"New Orleans, USA",Sector 19,29.965805,-90.105716,CAT-097,10.38,Copernicus_EEA-10_v5,Roads,B,5.88,27.1,GratedInlet,Blended,20.4,10,monitor,0.20925266903914588,2.04,Low Risk
SEG-02413,"Manila, Philippines",Ward K,14.606749,120.950813,CAT-037,14.89,Copernicus_GLO-30_v2023,Residential,B,5.54,91.69999999999999,CurbInlet,ERA5,145.5,50,extreme_rain_history,0.05976267529665589,2.91,High Risk
SEG-02414,"Rome, Italy",Zone VIII,41.911641,12.575634,CAT-064,19.29,Copernicus_GLO-30_v2023,Residential,D,5.01,89.2,GratedInlet,Blended,24.9,10,monitor,0.05554323725055432,2.4899999999999998,Low Risk
SEG-02415,"Shenzhen, China",Ward I,22.566326,114.00883,CAT-003,10.34,Copernicus_GLO-30_v2023,Commercial,B,8.36,1.9,Manhole,LocalGauge,32.4,2,monitor,2.882758620689655,16.2,Low Risk
SEG-02416,"Taipei, Taiwan",Sector 20,24.969632,121.450999,CAT-180,18.76,SRTM_3arc,Commercial,B,5.83,91.69999999999999,Manhole,ERA5,51.7,5,monitor,0.06289104638619203,10.34,Low Risk
SEG-02417,"Delhi, India",Borough South,28.699304,77.201017,CAT-053,20.67,SRTM_1arc,Green,B,6.25,364.8,OpenChannel,IMD,16.9,100,monitor,0.017085839256424276,0.16899999999999998,Low Risk
SEG-02418,"Seoul, South Korea",Zone X,37.563452,126.868098,CAT-158,43.54,Copernicus_EEA-10_v5,Green,C,4.24,205.6,CurbInlet,ERA5,25.8,2,monitor,0.020522749273959345,12.9,Low Risk
SEG-02419,"Montreal, Canada",Ward D,45.538737,-73.618238,CAT-059,63.01,Copernicus_EEA-10_v5,Residential,D,2.66,157.5,GratedInlet,LocalGauge,36.7,25,sparse_drainage|event_2024-05-25,0.016782334384858044,1.4680000000000002,Medium Risk
SEG-02420,"Brisbane, Australia",Sector 19,-27.617391,153.023557,CAT-050,72.35,Copernicus_GLO-90_v2022,Commercial,B,4.12,150.6,Manhole,ERA5,38.7,5,monitor,0.027176781002638525,7.74,Low Risk
SEG-02421,"Shenzhen, China",Borough East,22.533959,114.096474,CAT-112,28.68,SRTM_3arc,Residential,A,6.51,15.1,CurbInlet,Blended,56.7,10,monitor,0.40434782608695646,5.67,Low Risk
SEG-02422,"Cape Town, South Africa",Ward F,-33.997565,18.392941,CAT-166,49.16,Copernicus_GLO-90_v2022,Residential,D,6.25,51.5,CurbInlet,Blended,15.4,2,monitor,0.11904761904761904,7.7,Low Risk
SEG-02423,"Auckland, New Zealand",Ward J,-36.853111,174.846858,CAT-024,55.12,Copernicus_EEA-10_v5,Residential,D,6.25,12.7,CurbInlet,Blended,12.9,2,monitor,0.4562043795620438,6.45,Low Risk
SEG-02424,"Chennai, India",Ward G,13.044283,80.199049,CAT-037,15.3,Copernicus_GLO-30_v2023,Green,A,5.29,277.1,CurbInlet,Blended,78.9,25,monitor,0.019021934555915138,3.156,Low Risk
SEG-02425,"Manila, Philippines",District 1,14.822936,120.967162,CAT-064,-0.71,Copernicus_GLO-30_v2023,Residential,B,5.56,27.3,Manhole,ERA5,62.6,10,low_lying|event_2023-07-31,0.19646643109540635,6.26,Medium Risk
SEG-02426,"Karachi, Pakistan",Zone IX,24.827221,67.138961,CAT-078,25.130000000000003,Copernicus_EEA-10_v5,Commercial,B,3.81,10.2,GratedInlet,IMD,49.8,10,monitor,0.34017857142857144,4.9799999999999995,Low Risk
SEG-02427,"Rome, Italy",Borough Delta,41.81193,12.49272,CAT-012,62.61,Copernicus_EEA-10_v5,Roads,D,5.63,105.6,Manhole,ERA5,43.8,25,monitor,0.052814258911819886,1.7519999999999998,Low Risk
SEG-02428,"Kuala Lumpur, Malaysia",District 18,3.218409,101.70542,CAT-112,50.93,Copernicus_EEA-10_v5,Residential,B,3.1,61.0,Manhole,LocalGauge,118.3,5,extreme_rain_history,0.05,23.66,High Risk
SEG-02429,"Auckland, New Zealand",District 4,-36.844023,174.720016,CAT-088,-3.0,Copernicus_GLO-30_v2023,Commercial,A,10.18,66.7,Manhole,LocalGauge,33.5,2,low_lying,0.15036927621861151,16.75,Medium Risk
SEG-02430,"Delhi, India",Sector 2,28.633431,77.187809,CAT-098,139.09,SRTM_3arc,Industrial,A,6.4,114.5,GratedInlet,IMD,20.2,100,monitor,0.05541125541125541,0.20199999999999999,Low Risk
SEG-02431,"Brisbane, Australia",Ward F,-27.507652,152.908336,CAT-120,90.85,SRTM_3arc,Residential,B,7.36,12.4,GratedInlet,ERA5,51.1,2,monitor,0.5492537313432836,25.55,Low Risk
SEG-02432,"Ahmedabad, India",Sector 15,23.115824,72.634627,CAT-056,0.56,Copernicus_GLO-30_v2023,Residential,C,4.81,91.69999999999999,CurbInlet,LocalGauge,58.8,5,ponding_hotspot|low_lying,0.05188781014023733,11.76,High Risk
SEG-02433,"Colombo, Sri Lanka",Borough Harbor,6.997182,79.833708,CAT-154,7.91,SRTM_3arc,Green,A,6.25,26.2,OpenChannel,LocalGauge,29.2,25,low_lying,0.2297794117647059,1.168,Medium Risk
SEG-02434,"San Francisco, USA",Sector 29,37.838897,-122.422256,CAT-036,136.89,SRTM_1arc,Water,D,1.4,156.3,OpenChannel,ERA5,63.1,2,sparse_drainage|event_2022-11-02,0.008900190718372536,31.55,Medium Risk
SEG-02435,"Lagos, Nigeria",District 4,6.522778,3.314364,CAT-088,13.99,Copernicus_GLO-30_v2023,Industrial,A,5.49,46.4,GratedInlet,ERA5,59.1,5,monitor,0.11582278481012659,11.82,Low Risk
SEG-02436,"New York, USA",Ward J,40.522257,-74.015079,CAT-127,82.81,SRTM_1arc,Commercial,D,6.99,205.9,OpenChannel,IMD,48.9,10,monitor,0.03378443692605123,4.89,Low Risk
SEG-02437,"Istanbul, Türkiye",Sector 27,41.016583,28.943572,CAT-082,-3.0,SRTM_3arc,Commercial,B,9.67,91.69999999999999,OpenChannel,ERA5,39.3,10,low_lying,0.10431499460625675,3.9299999999999997,Medium Risk
SEG-02438,"Sydney, Australia",District 5,-33.836949,151.27067,CAT-166,6.35,SRTM_1arc,Residential,D,7.09,91.69999999999999,Manhole,ERA5,18.8,5,low_lying,0.07648327939590076,3.7600000000000002,Medium Risk
SEG-02439,"Auckland, New Zealand",Borough North,-36.811232,174.763513,CAT-070,67.63,Copernicus_GLO-30_v2023,Industrial,B,5.29,91.69999999999999,GratedInlet,ERA5,44.6,10,monitor,0.05706580366774542,4.46,Low Risk
SEG-02440,"Istanbul, Türkiye",Sector 5,40.994182,29.001332,CAT-130,87.31,SRTM_1arc,Roads,B,6.25,80.6,CurbInlet,ERA5,53.6,25,monitor,0.07659313725490197,2.144,Low Risk
SEG-02441,"Mexico City, Mexico",Sector 18,19.378011,-99.162304,CAT-141,-3.0,SRTM_1arc,Roads,C,7.33,91.69999999999999,Manhole,ERA5,41.3,2,ponding_hotspot|low_lying,0.07907227615965481,20.65,High Risk
SEG-02442,"Kolkata, India",Ward I,22.583611,88.348279,CAT-121,52.13,SRTM_3arc,Institutional,B,5.67,20.7,CurbInlet,ERA5,48.0,2,monitor,0.26129032258064516,24.0,Low Risk
SEG-02443,"Mumbai, India",Borough Central,19.122359,72.851145,CAT-089,7.75,SRTM_3arc,Residential,A,6.25,91.69999999999999,GratedInlet,ERA5,60.9,5,low_lying,0.06742179072276161,12.18,Medium Risk
SEG-02444,"Dhaka, Bangladesh",Borough West,23.787636,90.318316,CAT-009,36.13,SRTM_1arc,Green,A,4.39,186.2,CurbInlet,Blended,35.9,2,monitor,0.0234508547008547,17.95,Low Risk
SEG-02445,"Washington DC, USA",Borough Central,39.042299,-77.024956,CAT-072,-3.0,Copernicus_GLO-90_v2022,Residential,B,2.45,432.1,CurbInlet,Blended,16.8,5,low_lying|sparse_drainage,0.005656892172708382,3.3600000000000003,Medium Risk
SEG-02446,"Bogotá, Colombia",Sector 1,4.695238,-74.196858,CAT-130,44.41,SRTM_1arc,Commercial,B,6.53,91.69999999999999,OpenChannel,Blended,56.3,5,monitor,0.07044228694714133,11.26,Low Risk
SEG-02447,"Auckland, New Zealand",Sector 15,-36.774273,174.803967,CAT-169,23.44,Copernicus_EEA-10_v5,Industrial,B,7.26,267.1,OpenChannel,ERA5,73.7,5,monitor,0.027079447967176425,14.74,Low Risk
SEG-02448,"Karachi, Pakistan",Ward A,24.963957,66.985398,CAT-041,25.130000000000003,Copernicus_EEA-10_v5,Mixed,B,9.7,91.69999999999999,GratedInlet,ERA5,25.2,25,monitor,0.104638619201726,1.008,Low Risk
SEG-02449,"Manila, Philippines",District 29,14.675823,120.946278,CAT-164,15.34,SRTM_3arc,Roads,A,6.21,116.5,GratedInlet,ERA5,63.6,5,monitor,0.052851063829787236,12.72,Low Risk
SEG-02450,"Brisbane, Australia",Sector 26,-27.507544,153.069348,CAT-047,62.47,SRTM_3arc,Institutional,D,6.27,380.5,Manhole,ERA5,18.8,2,monitor,0.016435124508519004,9.4,Low Risk
SEG-02451,"Accra, Ghana",Sector 4,5.560207,-0.252295,CAT-007,-3.0,SRTM_1arc,Residential,B,4.29,74.1,GratedInlet,ERA5,66.1,25,ponding_hotspot|low_lying,0.05712383488681758,2.6439999999999997,High Risk
SEG-02452,"Paris, France",Sector 8,48.88787,2.25333,CAT-019,40.5,SRTM_1arc,Green,B,6.25,128.8,CurbInlet,ERA5,26.3,10,monitor,0.048151001540832045,2.63,Low Risk
SEG-02453,"Taipei, Taiwan",Zone VI,25.049711,121.54844,CAT-026,80.96,Copernicus_GLO-30_v2023,Commercial,D,7.21,83.9,Manhole,ERA5,54.3,5,monitor,0.08492343934040046,10.86,Low Risk
SEG-02454,"Taipei, Taiwan",District 28,25.021944,121.578472,CAT-177,72.7,Copernicus_GLO-90_v2022,Industrial,B,6.02,91.69999999999999,GratedInlet,ERA5,41.8,2,monitor,0.06494066882416397,20.9,Low Risk
SEG-02455,"Hong Kong, China",District 21,22.334683,114.229712,CAT-126,0.14,SRTM_3arc,Industrial,B,4.98,65.0,Manhole,LocalGauge,117.4,50,ponding_hotspot|extreme_rain_history|low_lying,0.07545454545454545,2.3480000000000003,High Risk
SEG-02456,"Barcelona, Spain",Zone IV,41.391097,2.191819,CAT-162,-3.0,Copernicus_GLO-90_v2022,Mixed,C,6.94,23.5,GratedInlet,ERA5,30.1,25,ponding_hotspot|low_lying,0.283265306122449,1.204,High Risk
SEG-02457,"Mexico City, Mexico",Ward E,19.457372,-99.22434,CAT-044,25.130000000000003,Copernicus_GLO-30_v2023,Residential,A,6.12,32.9,CurbInlet,ERA5,24.1,2,monitor,0.18053097345132743,12.05,Low Risk
SEG-02458,"Osaka, Japan",District 17,34.675014,135.503691,CAT-071,11.75,Copernicus_GLO-30_v2023,Mixed,D,6.25,91.69999999999999,CurbInlet,ERA5,49.2,50,monitor,0.06742179072276161,0.9840000000000001,Low Risk
SEG-02459,"Dubai, UAE",Sector 26,25.15442,55.204265,CAT-028,88.08,SRTM_1arc,Residential,A,3.21,35.6,Manhole,IMD,16.2,5,monitor,0.08770491803278688,3.2399999999999998,Low Risk
SEG-02460,"Copenhagen, Denmark",Ward F,55.729662,12.540288,CAT-127,55.18,SRTM_1arc,Residential,D,5.52,91.69999999999999,GratedInlet,ERA5,15.3,25,monitor,0.05954692556634304,0.612,Low Risk
SEG-02461,"Doha, Qatar",District 18,25.281606,51.617506,CAT-002,35.13,SRTM_1arc,Industrial,D,6.25,31.6,Manhole,Blended,8.4,10,monitor,0.19171779141104295,0.8400000000000001,Low Risk
SEG-02462,"Vancouver, Canada",District 25,49.20617,-123.112924,CAT-032,-0.96,Copernicus_GLO-30_v2023,Residential,B,7.89,114.1,CurbInlet,ERA5,20.3,25,low_lying,0.0685490877497828,0.812,Medium Risk
SEG-02463,"Hanoi, Vietnam",District 12,20.974585,105.832202,CAT-011,10.77,SRTM_1arc,Roads,B,8.68,56.1,CurbInlet,Blended,150.0,50,ponding_hotspot|extreme_rain_history|event_2023-02-27,0.1520140105078809,3.0,High Risk
SEG-02464,"Paris, France",Borough Riverside,48.889937,2.29555,CAT-168,58.5,SRTM_1arc,Roads,B,6.25,91.69999999999999,OpenChannel,Blended,34.8,5,monitor,0.06742179072276161,6.959999999999999,Low Risk
