city_name,latitude,longitude,elevation_m,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,historical_rainfall_intensity_mm_hr,return_period_years,drainage_efficiency,rainfall_per_return_period,simplified_risks
"Buenos Aires, Argentina",-34.63483,-58.257342,13.87,Roads,C,6.03,61.8,Manhole,33.6,5,0.09601910828025478,6.720000000000001,Low Risk
"Istanbul, Türkiye",41.014815,28.879246,100.96,Commercial,A,6.16,45.6,Manhole,68.9,10,0.13218884120171673,6.890000000000001,Low Risk
"Bengaluru, India",12.821584,77.658558,26.42,Residential,C,6.35,165.2,OpenChannel,43.2,25,0.038206979542719614,1.7280000000000002,Low Risk
"Brisbane, Australia",-27.492507,152.960777,52.73,Green,C,2.93,91.3,CurbInlet,41.9,5,0.03174431202600217,8.379999999999999,Medium Risk
"Shanghai, China",31.235145,121.444393,12.0,Residential,C,8.32,91.69999999999999,CurbInlet,43.7,2,0.08975188781014025,21.85,Low Risk
"Colombo, Sri Lanka",7.006232,79.899184,-2.21,Green,A,7.45,106.2,CurbInlet,40.8,10,0.06949626865671642,4.08,Medium Risk
"Kolkata, India",22.599995,88.379854,109.25,Industrial,D,5.61,83.0,Manhole,41.9,10,0.0667857142857143,4.1899999999999995,Low Risk
"Rotterdam, Netherlands",51.88751,4.499353,25.130000000000003,Industrial,C,5.75,91.69999999999999,GratedInlet,25.1,5,0.06202804746494068,5.0200000000000005,Low Risk
"Cape Town, South Africa",-33.857148,18.30334,144.86,Institutional,B,6.06,275.5,GratedInlet,32.9,2,0.021916817359855335,16.45,Low Risk
"Washington DC, USA",38.957521,-77.085592,36.85,Green,B,4.23,161.2,Manhole,55.6,5,0.02607891491985204,11.120000000000001,Low Risk
"Rome, Italy",41.782952,12.41866,11.53,Roads,A,4.71,96.6,Manhole,32.5,25,0.04825819672131148,1.3,Low Risk
"Accra, Ghana",5.657619,-0.143676,18.12,Residential,C,6.56,41.0,CurbInlet,45.3,5,0.15619047619047619,9.059999999999999,Low Risk
"Cape Town, South Africa",-34.007348,18.471165,4.43,Commercial,C,7.74,105.2,OpenChannel,31.3,10,0.07288135593220339,3.13,Medium Risk
"Shenzhen, China",22.583007,114.082181,18.3,Residential,C,5.66,5.9,Manhole,89.5,10,0.8202898550724638,8.95,High Risk
"Chennai, India",13.070055,80.25717,25.130000000000003,Roads,D,6.25,232.7,Manhole,49.0,5,0.026743688489516474,9.8,Low Risk
"Miami, USA",25.86395,-80.226215,-2.17,Green,C,2.53,238.6,Manhole,47.3,25,0.010559265442404006,1.892,High Risk
"Lagos, Nigeria",6.484093,3.40679,6.27,Industrial,B,6.25,14.7,Manhole,41.2,5,0.3980891719745223,8.24,Medium Risk
"Barcelona, Spain",41.304475,2.080163,3.06,Residential,D,5.0,53.8,GratedInlet,13.1,2,0.09124087591240876,6.55,Medium Risk
"Rotterdam, Netherlands",51.972476,4.515549,29.84,Roads,B,7.51,44.3,CurbInlet,59.0,10,0.16578366445916115,5.9,Low Risk
"Vancouver, Canada",49.344737,-123.154961,0.02,Residential,C,5.05,6.7,CurbInlet,20.6,2,0.6558441558441558,10.3,Medium Risk
"Montreal, Canada",45.516611,-73.511508,62.54,Water,C,3.06,171.9,CurbInlet,25.5,2,0.017698091382301908,12.75,Low Risk
"Miami, USA",25.913739,-80.167059,29.98,Residential,C,6.59,34.2,GratedInlet,42.2,2,0.18721590909090907,21.1,Low Risk
"Mexico City, Mexico",19.460307,-99.055728,18.88,Roads,D,7.83,116.7,CurbInlet,41.2,25,0.0665250637213254,1.6480000000000001,Low Risk
"Bangkok, Thailand",13.767741,100.511072,21.13,Residential,D,5.84,483.5,CurbInlet,39.0,5,0.012053663570691434,7.8,Low Risk
"San Francisco, USA",37.840868,-122.301488,108.91,Commercial,D,6.78,143.4,OpenChannel,38.3,10,0.04695290858725762,3.8299999999999996,Low Risk
"Lagos, Nigeria",6.495519,3.420541,7.15,Residential,B,2.59,98.4,Manhole,61.5,10,0.02605633802816901,6.15,Medium Risk
"Seoul, South Korea",37.488973,126.980101,29.57,Institutional,A,3.53,139.0,Manhole,55.8,10,0.025214285714285713,5.58,Low Risk
"Auckland, New Zealand",-36.999038,174.733442,53.89,Roads,C,4.47,20.8,GratedInlet,22.2,25,0.205045871559633,0.888,Low Risk
"Colombo, Sri Lanka",7.025741,79.839333,10.38,Residential,C,6.49,290.5,OpenChannel,56.1,10,0.022264150943396226,5.61,Low Risk
"Amsterdam, Netherlands",52.425484,4.99957,7.07,Residential,B,6.98,27.9,CurbInlet,44.7,25,0.241522491349481,1.788,Medium Risk
"Bangkok, Thailand",13.626737,100.457518,7.9,Commercial,C,9.79,364.2,OpenChannel,79.9,25,0.02680722891566265,3.196,Medium Risk
"Bengaluru, India",13.055874,77.554444,49.62,Residential,B,2.47,9.5,OpenChannel,34.8,2,0.23523809523809525,17.4,Medium Risk
"Barcelona, Spain",41.364021,2.26098,26.4,Roads,B,7.14,178.3,CurbInlet,22.3,2,0.039821528165086446,11.15,Low Risk
"Hong Kong, China",22.26686,113.996481,6.91,Institutional,B,2.36,226.4,Manhole,87.6,100,0.010378188214599824,0.8759999999999999,High Risk
"Doha, Qatar",25.320744,51.465709,-3.0,Roads,B,6.13,177.6,OpenChannel,15.7,10,0.034322508398656214,1.5699999999999998,Medium Risk
"Pune, India",18.518178,73.881578,27.82,Roads,B,9.99,41.6,Manhole,40.4,10,0.23450704225352112,4.04,Low Risk
"Manila, Philippines",14.638254,120.953149,-3.0,Roads,D,4.47,4.7,OpenChannel,73.9,25,0.7842105263157894,2.9560000000000004,High Risk
"Pune, India",18.647156,73.958068,-3.0,Residential,A,8.59,83.1,GratedInlet,20.8,5,0.10214030915576695,4.16,Medium Risk
"Auckland, New Zealand",-36.771473,174.810434,27.11,Roads,D,4.58,37.7,CurbInlet,65.0,25,0.11834625322997415,2.6,Low Risk
"Riyadh, Saudi Arabia",24.730213,46.653331,25.130000000000003,Commercial,B,8.74,45.4,CurbInlet,20.8,2,0.18836206896551724,10.4,Low Risk
"Philadelphia, USA",39.958243,-75.300662,25.130000000000003,Water,B,1.71,141.6,CurbInlet,94.4,2,0.011991584852734924,47.2,High Risk
"Montreal, Canada",45.489699,-73.612189,25.130000000000003,Roads,D,6.25,66.5,CurbInlet,16.9,2,0.09259259259259259,8.45,Low Risk
"Bengaluru, India",12.993341,77.487358,34.1,Residential,C,4.94,244.8,OpenChannel,26.0,10,0.020097640358014646,2.6,Low Risk
"Cape Town, South Africa",-33.990174,18.403514,150.04,Institutional,B,2.92,109.7,GratedInlet,26.8,10,0.026377597109304426,2.68,Medium Risk
"Kolkata, India",22.507044,88.48174,71.61,Green,C,5.12,39.5,OpenChannel,41.3,2,0.12641975308641976,20.65,Low Risk
"Jakarta, Indonesia",-6.264756,106.763907,19.29,Commercial,C,9.32,50.0,Manhole,60.9,5,0.18274509803921568,12.18,Low Risk
"Osaka, Japan",34.799928,135.490743,-3.0,Commercial,B,9.9,171.8,CurbInlet,35.6,2,0.057291666666666664,17.8,Medium Risk
"Osaka, Japan",34.649943,135.523736,77.44,Residential,B,6.23,110.2,GratedInlet,41.7,10,0.05602517985611511,4.17,Low Risk
"Ahmedabad, India",23.111183,72.678808,36.77,Residential,C,3.49,162.7,CurbInlet,86.6,25,0.021319486866218696,3.464,High Risk
"Doha, Qatar",25.299325,51.421001,30.23,Residential,D,7.45,156.9,OpenChannel,15.5,5,0.04718176060797973,3.1,Low Risk
"Durban, South Africa",-29.91297,30.905271,27.63,Water,D,2.61,211.4,GratedInlet,20.3,5,0.012288135593220338,4.0600000000000005,Medium Risk
"Osaka, Japan",34.653574,135.499013,38.52,Residential,B,7.47,153.1,CurbInlet,34.0,10,0.048475016223231665,3.4,Low Risk
"London, UK",51.456889,-0.048433,74.91,Industrial,C,6.63,144.7,OpenChannel,25.4,2,0.04550446122168841,12.7,Low Risk
"Chennai, India",13.119467,80.17096,10.06,Residential,B,5.73,91.69999999999999,OpenChannel,41.2,10,0.06181229773462785,4.12,Low Risk
"Miami, USA",25.775503,-80.182001,-3.0,Green,D,3.85,132.2,GratedInlet,59.9,10,0.028903903903903908,5.99,High Risk
"Brisbane, Australia",-27.439677,153.04085,82.94,Residential,C,3.65,55.7,Manhole,18.7,2,0.06437389770723104,9.35,Low Risk
"Taipei, Taiwan",25.032768,121.597906,95.42,Commercial,A,8.45,68.4,Manhole,85.8,10,0.1217579250720461,8.58,High Risk
"Mumbai, India",19.022912,72.815062,-1.53,Green,D,5.33,111.7,GratedInlet,92.7,25,0.04729370008873114,3.708,High Risk
"Athens, Greece",38.135831,23.705049,42.23,Commercial,D,7.49,114.1,CurbInlet,53.8,5,0.06507384882710687,10.76,Low Risk
"Copenhagen, Denmark",55.59184,12.492286,7.26,Commercial,D,10.84,166.0,GratedInlet,41.8,100,0.06491017964071856,0.418,Medium Risk
"Osaka, Japan",34.816857,135.494918,33.37,Residential,C,4.6,91.69999999999999,OpenChannel,28.8,2,0.04962243797195254,14.4,Low Risk
"Guangzhou, China",23.03044,113.258364,12.51,Commercial,C,4.32,82.7,CurbInlet,62.2,50,0.05161290322580645,1.244,Low Risk
"Karachi, Pakistan",24.818948,66.893397,33.37,Roads,C,8.69,91.69999999999999,OpenChannel,19.8,25,0.09374325782092773,0.792,Low Risk
"Tokyo, Japan",35.650066,139.653337,116.88,Residential,B,5.43,0.9,CurbInlet,23.4,10,2.857894736842105,2.34,Low Risk
"Buenos Aires, Argentina",-34.67211,-58.323738,-3.0,Informal,B,4.41,85.8,Manhole,14.4,5,0.05080645161290323,2.88,Medium Risk
"Dhaka, Bangladesh",23.918204,90.541913,31.39,Institutional,B,3.5,98.7,GratedInlet,77.7,100,0.03510531594784353,0.777,Low Risk
"Buenos Aires, Argentina",-34.670257,-58.518195,51.13,Industrial,A,10.4,130.6,OpenChannel,52.6,10,0.07902735562310031,5.26,Low Risk
"Sydney, Australia",-33.719456,151.278723,9.92,Institutional,B,3.92,188.3,Manhole,30.7,10,0.020707871104067615,3.07,Low Risk
"Rio de Janeiro, Brazil",-22.863284,-43.226064,11.04,Industrial,B,7.11,18.7,CurbInlet,45.4,25,0.36091370558375635,1.8159999999999998,Low Risk
"Paris, France",48.852955,2.417307,118.26,Institutional,C,6.19,256.7,Manhole,34.8,2,0.024020178502134268,17.4,Low Risk
"Delhi, India",28.568189,77.292327,66.95,Residential,B,6.01,100.0,Manhole,21.9,10,0.0595049504950495,2.19,Low Risk
"Mexico City, Mexico",19.394322,-99.158494,50.09,Green,D,4.25,211.1,Manhole,54.9,25,0.020037718057520037,2.1959999999999997,Low Risk
"Copenhagen, Denmark",55.725958,12.631151,78.6,Water,B,2.66,91.69999999999999,Manhole,44.4,10,0.02869471413160734,4.4399999999999995,Medium Risk
"Osaka, Japan",34.737155,135.482309,25.130000000000003,Commercial,C,5.55,113.0,CurbInlet,16.8,50,0.04868421052631579,0.336,Low Risk
"Kuala Lumpur, Malaysia",2.999628,101.6485,31.37,Commercial,D,6.18,91.69999999999999,CurbInlet,80.1,25,0.06666666666666667,3.2039999999999997,High Risk
"Copenhagen, Denmark",55.613245,12.569616,45.39,Mixed,B,6.25,67.7,Manhole,10.3,2,0.09097525473071325,5.15,Low Risk
"Tokyo, Japan",35.720696,139.649669,63.68,Roads,C,8.92,8.4,GratedInlet,34.1,10,0.9489361702127659,3.41,Low Risk
"Ho Chi Minh City, Vietnam",10.931769,106.519908,28.59,Residential,B,7.04,3.7,GratedInlet,26.3,100,1.4978723404255319,0.263,Low Risk
"Colombo, Sri Lanka",7.054557,79.830878,11.95,Industrial,C,10.35,493.3,OpenChannel,39.0,5,0.02093870119360712,7.8,Low Risk
"Buenos Aires, Argentina",-34.626247,-58.399964,-3.0,Residential,D,5.4,51.0,CurbInlet,24.4,10,0.10384615384615385,2.44,High Risk
"Ahmedabad, India",23.127854,72.576656,25.130000000000003,Green,C,6.84,299.1,CurbInlet,21.4,100,0.022792402532489167,0.214,Low Risk
"Durban, South Africa",-29.924032,31.014291,57.71,Residential,B,2.62,90.2,Manhole,15.9,2,0.028728070175438596,7.95,Medium Risk
"Hamburg, Germany",53.592178,9.957154,38.11,Green,C,1.57,297.9,Manhole,26.1,5,0.005252592840414855,5.220000000000001,Medium Risk
"Manila, Philippines",14.690519,120.901384,-3.0,Residential,D,4.63,106.8,CurbInlet,59.4,5,0.042949907235621525,11.879999999999999,High Risk
"Sydney, Australia",-33.806806,151.172858,26.38,Institutional,C,6.61,195.2,CurbInlet,39.2,2,0.03369011213047911,19.6,Low Risk
"Cape Town, South Africa",-33.872106,18.3264,5.18,Residential,C,2.84,42.2,CurbInlet,45.0,10,0.06574074074074074,4.5,Medium Risk
"Rio de Janeiro, Brazil",-22.951122,-43.260847,11.34,Mixed,B,6.11,96.3,CurbInlet,55.9,10,0.06279547790339157,5.59,Low Risk
"Bangkok, Thailand",13.692472,100.572227,10.36,Industrial,B,8.83,102.7,Manhole,46.4,10,0.08514946962391513,4.64,Low Risk
"Sydney, Australia",-33.827183,151.067937,12.7,Commercial,C,6.12,105.2,GratedInlet,30.5,5,0.0576271186440678,6.1,Low Risk
"Athens, Greece",37.916644,23.724819,58.01,Commercial,B,8.31,159.3,GratedInlet,57.1,10,0.051840299438552714,5.71,Low Risk
"Ho Chi Minh City, Vietnam",10.780936,106.629429,83.74,Commercial,D,6.25,31.3,GratedInlet,27.8,25,0.19349845201238391,1.112,Low Risk
"Sydney, Australia",-33.79575,151.198359,25.130000000000003,Residential,A,3.9,23.3,Manhole,31.9,2,0.16049382716049382,15.95,Low Risk
"Accra, Ghana",5.587829,-0.091954,-3.0,Residential,B,7.81,155.9,OpenChannel,52.5,5,0.04977692797960484,10.5,Medium Risk
"Montreal, Canada",45.494786,-73.601424,72.63,Green,A,4.56,79.0,GratedInlet,15.0,2,0.056999999999999995,7.5,Low Risk
"Delhi, India",28.699424,77.108384,28.98,Informal,B,7.15,259.9,Manhole,37.4,5,0.0274051360674588,7.4799999999999995,Low Risk
"San Francisco, USA",37.745697,-122.382412,-3.0,Green,C,6.09,123.7,Manhole,37.5,2,0.04883720930232558,18.75,High Risk
"Hanoi, Vietnam",21.013838,105.787986,27.73,Roads,D,3.32,401.3,OpenChannel,55.6,100,0.008252547849863285,0.556,Low Risk
"Buenos Aires, Argentina",-34.640374,-58.35115,23.92,Roads,A,8.33,1.3,OpenChannel,27.8,10,3.621739130434783,2.7800000000000002,Low Risk
"Houston, USA",29.757997,-95.415891,57.09,Green,C,7.96,193.4,Manhole,26.9,2,0.04094650205761317,13.45,Low Risk
"Lagos, Nigeria",6.52908,3.338762,4.45,Residential,D,5.13,378.8,CurbInlet,38.0,2,0.013507109004739335,19.0,Medium Risk
"Sydney, Australia",-33.829791,151.249205,-3.0,Roads,B,6.3,85.6,GratedInlet,73.6,10,0.07274826789838337,7.359999999999999,High Risk
"Amsterdam, Netherlands",52.384417,5.016081,10.06,Residential,B,4.99,26.5,CurbInlet,28.0,2,0.18145454545454545,14.0,Low Risk
"Cape Town, South Africa",-34.047768,18.470014,153.69,Green,C,2.29,115.0,OpenChannel,23.7,2,0.01974137931034483,11.85,Medium Risk
"Washington DC, USA",38.848084,-77.006142,48.37,Industrial,A,3.33,106.1,CurbInlet,34.7,100,0.03109243697478992,0.34700000000000003,Low Risk
"Cape Town, South Africa",-33.834706,18.386804,6.47,Industrial,D,6.62,43.6,CurbInlet,46.9,10,0.1484304932735426,4.6899999999999995,Medium Risk
"Shenzhen, China",22.614555,114.119776,13.61,Roads,B,8.16,215.9,OpenChannel,78.8,50,0.037621023513139694,1.5759999999999998,Low Risk
"Washington DC, USA",38.813354,-77.080088,6.64,Roads,B,6.25,91.69999999999999,CurbInlet,33.1,5,0.06742179072276161,6.62,Medium Risk
"Taipei, Taiwan",25.070012,121.516686,74.22,Residential,A,4.46,101.6,GratedInlet,37.0,5,0.043469785575048735,7.4,Low Risk
"Karachi, Pakistan",24.836508,66.943636,108.23,Residential,B,3.71,23.2,GratedInlet,73.3,50,0.15330578512396695,1.466,Low Risk
"Buenos Aires, Argentina",-34.672596,-58.445738,19.87,Commercial,B,5.17,67.1,Manhole,22.3,5,0.07591776798825257,4.46,Low Risk
"Kuala Lumpur, Malaysia",3.214714,101.674473,50.89,Residential,B,4.85,40.4,CurbInlet,94.2,25,0.11714975845410627,3.7680000000000002,High Risk
"Singapore, Singapore",1.36216,103.771226,12.29,Water,B,2.45,157.0,Manhole,67.1,50,0.015506329113924052,1.3419999999999999,Medium Risk
"Houston, USA",29.701419,-95.26556,12.35,Residential,D,6.39,100.9,CurbInlet,64.1,100,0.06270853778213935,0.6409999999999999,Low Risk
"Singapore, Singapore",1.431328,103.866152,7.53,Green,B,3.65,352.3,Manhole,50.4,2,0.010331163317294084,25.2,Medium Risk
"Sydney, Australia",-33.850269,151.201521,-1.61,Residential,C,3.09,84.9,CurbInlet,25.2,2,0.035972060535506396,12.6,High Risk
"Mexico City, Mexico",19.404352,-99.113316,25.130000000000003,Commercial,A,4.81,330.8,OpenChannel,28.8,5,0.014496684749849305,5.76,Low Risk
"Rome, Italy",41.944682,12.62506,94.76,Institutional,C,6.98,141.8,OpenChannel,67.6,2,0.04887955182072829,33.8,Low Risk
"New Orleans, USA",29.891411,-90.052957,5.99,Roads,B,8.9,125.2,Manhole,49.0,2,0.07052297939778131,24.5,Medium Risk
"Accra, Ghana",5.546579,-0.124282,-0.98,Residential,B,4.33,66.7,CurbInlet,39.2,50,0.06395864106351551,0.784,Medium Risk
"Shanghai, China",31.21804,121.568636,18.03,Residential,D,5.64,0.8,CurbInlet,37.2,5,3.133333333333333,7.44,Low Risk
"Seoul, South Korea",37.778385,127.016769,25.130000000000003,Commercial,C,5.84,640.1,CurbInlet,29.5,25,0.009109343316175323,1.18,Low Risk
"Miami, USA",25.843906,-80.29028,6.6,Commercial,C,7.62,91.69999999999999,OpenChannel,114.4,10,0.08220064724919095,11.440000000000001,High Risk
"Karachi, Pakistan",24.827549,67.086008,54.89,Residential,C,5.84,6.2,OpenChannel,51.1,5,0.8111111111111111,10.22,Low Risk
"Shanghai, China",31.275649,121.540097,0.27,Residential,C,6.25,146.3,OpenChannel,30.6,100,0.042430414120841815,0.306,Medium Risk
"Chennai, India",13.155329,80.300037,3.09,Green,B,3.28,95.3,CurbInlet,73.1,2,0.03406022845275181,36.55,High Risk
"Accra, Ghana",5.703659,-0.240675,8.44,Roads,B,10.43,410.8,OpenChannel,50.5,2,0.025327829043224864,25.25,Low Risk
"Vancouver, Canada",49.265706,-123.162702,-3.0,Commercial,C,8.91,57.6,CurbInlet,45.0,2,0.15204778156996587,22.5,High Risk
"Hamburg, Germany",53.720825,10.0605,61.6,Industrial,B,7.22,91.69999999999999,CurbInlet,21.6,5,0.0778856526429342,4.32,Low Risk
"Doha, Qatar",25.226724,51.514155,17.4,Industrial,D,8.07,121.9,Manhole,27.1,25,0.06566314076484947,1.084,Low Risk
"Manila, Philippines",14.594251,120.884438,2.62,Residential,B,5.37,231.9,GratedInlet,82.5,10,0.02305710605410047,8.25,High Risk
"Brisbane, Australia",-27.407839,153.070136,44.14,Commercial,C,8.47,23.9,CurbInlet,39.0,2,0.34016064257028117,19.5,Low Risk
"Brisbane, Australia",-27.443145,153.096118,88.08,Roads,A,6.86,83.1,CurbInlet,27.1,2,0.08156956004756244,13.55,Low Risk
"Jakarta, Indonesia",-6.213531,106.79718,6.55,Roads,A,9.09,260.5,CurbInlet,49.0,2,0.03476099426386233,24.5,Medium Risk
"Ho Chi Minh City, Vietnam",10.845321,106.506172,-3.0,Residential,B,4.82,66.8,Manhole,62.6,5,0.07109144542772862,12.52,High Risk
"Mumbai, India",19.15739,72.8669,5.53,Residential,A,5.73,56.0,OpenChannel,122.4,50,0.10052631578947369,2.448,High Risk
"New Orleans, USA",29.994064,-89.925057,7.02,Residential,D,6.25,13.2,CurbInlet,44.7,5,0.44014084507042256,8.940000000000001,Medium Risk
"Lima, Peru",-12.053974,-77.036816,64.29,Industrial,D,6.03,131.9,Manhole,24.5,5,0.045372460496613996,4.9,Low Risk
"San Francisco, USA",37.755462,-122.538357,74.63,Roads,C,8.28,91.69999999999999,CurbInlet,78.8,50,0.08932038834951457,1.5759999999999998,Low Risk
"Tehran, Iran",35.63636,51.409971,46.88,Commercial,A,5.67,147.5,CurbInlet,17.1,5,0.03818181818181818,3.4200000000000004,Low Risk
"Tehran, Iran",35.726909,51.400112,54.87,Commercial,B,9.88,98.4,Manhole,50.3,5,0.09939637826961771,10.059999999999999,Low Risk
"Bengaluru, India",12.950089,77.616299,17.13,Green,B,3.19,91.69999999999999,Manhole,15.8,2,0.03441208198489752,7.9,Low Risk
"Sao Paulo, Brazil",-23.547826,-46.675882,32.9,Roads,A,8.5,75.6,Manhole,61.6,5,0.11096605744125328,12.32,Low Risk
"Bogotá, Colombia",4.701989,-74.117255,135.92,Roads,C,3.65,17.8,GratedInlet,40.1,50,0.19414893617021275,0.802,Low Risk
"Delhi, India",28.646746,77.233784,85.92,Residential,B,6.73,3.6,CurbInlet,32.7,25,1.4630434782608697,1.308,Low Risk
"Hamburg, Germany",53.550435,9.920243,80.73,Green,C,6.27,43.4,CurbInlet,24.0,2,0.14121621621621622,12.0,Low Risk
"Vancouver, Canada",49.270085,-123.145004,27.03,Residential,A,5.23,259.1,OpenChannel,33.9,10,0.020107650903498656,3.3899999999999997,Low Risk
"Paris, France",48.851636,2.263565,68.84,Residential,C,5.94,83.0,CurbInlet,41.8,10,0.07071428571428572,4.18,Low Risk
"Osaka, Japan",34.779272,135.462668,111.75,Industrial,B,4.47,352.8,OpenChannel,14.8,10,0.012634256642170718,1.48,Low Risk
"Athens, Greece",37.978103,23.822463,96.37,Residential,B,6.25,91.69999999999999,GratedInlet,33.8,5,0.06742179072276161,6.76,Low Risk
"Montreal, Canada",45.490815,-73.63797,45.77,Commercial,B,6.25,80.3,CurbInlet,22.5,25,0.07687576875768758,0.9,Low Risk
"Singapore, Singapore",1.176167,103.803514,11.1,Residential,B,6.34,64.9,CurbInlet,95.7,5,0.09620637329286798,19.14,High Risk
"Delhi, India",28.609078,77.184699,73.97,Residential,D,6.25,87.6,CurbInlet,25.2,5,0.07054176072234764,5.04,Low Risk
"Montreal, Canada",45.507582,-73.503243,-0.01,Roads,B,5.28,33.9,CurbInlet,58.8,10,0.15128939828080232,5.88,High Risk
"Manila, Philippines",14.483235,120.886102,12.69,Green,B,1.39,65.2,Manhole,53.3,10,0.020996978851963746,5.33,Medium Risk
"Durban, South Africa",-29.876827,31.100775,56.29,Institutional,B,7.41,153.8,CurbInlet,34.8,10,0.047868217054263563,3.4799999999999995,Low Risk
"Mumbai, India",19.076808,72.903393,19.91,Residential,B,4.49,11.1,Manhole,75.3,25,0.37107438016528926,3.012,Low Risk
"Bengaluru, India",13.073132,77.645517,18.52,Residential,C,5.63,91.69999999999999,CurbInlet,24.2,50,0.06073354908306365,0.484,Low Risk
"Dhaka, Bangladesh",23.728247,90.423786,0.03,Industrial,A,4.98,21.4,GratedInlet,74.4,25,0.22232142857142861,2.9760000000000004,Medium Risk
"Ho Chi Minh City, Vietnam",10.820995,106.595871,45.52,Residential,B,2.86,286.2,OpenChannel,34.7,5,0.009958217270194986,6.94,Medium Risk
"Istanbul, Türkiye",41.052661,29.016774,32.1,Residential,C,7.64,42.4,Manhole,30.4,10,0.17603686635944701,3.04,Low Risk
"Cape Town, South Africa",-33.893375,18.367801,19.74,Residential,B,5.4,68.7,GratedInlet,24.1,10,0.07747489239598279,2.41,Low Risk
"Seoul, South Korea",37.484222,126.90918,1.98,Commercial,C,8.64,152.5,CurbInlet,26.3,10,0.056286644951140066,2.63,Medium Risk
"Dubai, UAE",25.143843,55.218311,86.96,Residential,A,6.0,18.8,GratedInlet,10.8,2,0.30303030303030304,5.4,Low Risk
"Seoul, South Korea",37.486727,127.119178,36.75,Roads,A,4.68,105.3,CurbInlet,39.5,5,0.044026340545625584,7.9,Low Risk
"Singapore, Singapore",1.441409,103.78833,-0.94,Roads,C,3.65,9.4,OpenChannel,73.0,5,0.35096153846153844,14.6,High Risk
"Hyderabad, India",17.410482,78.465957,70.47,Green,C,4.79,225.3,Manhole,20.2,2,0.021166593018117543,10.1,Low Risk
"Paris, France",48.915213,2.366951,25.91,Residential,B,4.76,178.0,OpenChannel,15.0,10,0.02659217877094972,1.5,Low Risk
"Hong Kong, China",22.389554,114.209162,10.78,Institutional,C,6.69,110.6,Manhole,53.9,25,0.05994623655913979,2.156,Low Risk
"New York, USA",40.768175,-74.000628,37.41,Industrial,B,8.91,26.5,GratedInlet,36.7,50,0.324,0.7340000000000001,Low Risk
